market_type,market_label,security_code,symbol,exchange,listed_company_name,security_name,currency,isin,f10_code,latest_report_context,latest_report_date,eps,book_value_per_share,operating_cashflow_per_share,total_operating_revenue,parent_net_profit,revenue_yoy_pct,profit_yoy_pct,net_margin_pct,roe_weighted_pct,debt_asset_ratio_pct,issued_shares,source_provider,source_url,retrieved_at_utc,fetch_status,fetch_error
HONG_KONG,港股,00017,00017.HK,HKEX,NEW WORLD DEV,NEW WORLD DEV,HKD,HK0000608585,00017,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0,,,0,0,-22.9,14.68,,,,2516633171,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00017,2026-05-14T11:08:08+00:00,fetched,
HONG_KONG,港股,00018,00018.HK,HKEX,ORIENTAL M G,ORIENTAL M G,HKD,HK0018000155,00018,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0.0005,1.0619,0.0155,2.18,0.01,0,0,0.64,0.08,0.07,2397917898,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00018,2026-05-14T11:08:08+00:00,fetched,
HONG_KONG,港股,00019,00019.HK,HKEX,SWIRE PACIFIC A,SWIRE PACIFIC A,HKD,HK0019000162,00019,数据来源：2025年报(最新数据)，2024年报(上年同期),,1.9665,181.7902,10.1905,819.84,26.63,0.54,127.09,3.86,1.13,0.62,778988000,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00019,2026-05-14T11:08:08+00:00,fetched,
HONG_KONG,港股,00020,00020.HK,HKEX,SENSETIME-W,SENSETIME-W,HKD,KYG8062L1041,00020,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.05,0.6725,-0.0076,50.15,-17.66,14.21,46.48,-35.54,-7.04,-4.8,42216590703,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00020,2026-05-14T11:08:08+00:00,fetched,
HONG_KONG,港股,00021,00021.HK,HKEX,GREAT CHI HLDGS,GREAT CHI HLDGS,HKD,HK0000132420,00021,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.0338,0.5574,-0.0015,0.55,-1.34,-61.25,-329.26,-244.69,-23.13,-7.65,3975233406,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00021,2026-05-14T11:08:08+00:00,fetched,
HONG_KONG,港股,00022,00022.HK,HKEX,MEXAN,MEXAN,HKD,BMG6051D1175,00022,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0.1772,6.0185,-0.0076,0.23,3.49,0,0,1521.87,125.03,89.73,1966387866,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00022,2026-05-14T11:08:08+00:00,fetched,
HONG_KONG,港股,00023,00023.HK,HKEX,BANK OF E ASIA,BANK OF E ASIA,HKD,HK0023000190,00023,数据来源：2025年报(最新数据)，2024年报(上年同期),,1.1056,2.2623,0.3651,190.48,31.73,-0.87,-30.05,16.8,3.4,0.39,2644073959,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00023,2026-05-14T11:08:08+00:00,fetched,
HONG_KONG,港股,00025,00025.HK,HKEX,CHEVALIER INT'L,CHEVALIER INT'L,HKD,BMG2097Z1471,00025,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0.703,23.0092,1.1712,35.9,2.11,0,0,6.36,2.47,1.16,301552440,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00025,2026-05-14T11:08:09+00:00,fetched,
HONG_KONG,港股,00026,00026.HK,HKEX,CHINA MOTOR BUS,CHINA MOTOR BUS,HKD,HK0026000205,00026,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-1.2868,64.8237,-0.116,0.18,-0.58,-23.05,-34.74,-329.96,-0.96,-0.94,45218856,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00026,2026-05-14T11:08:09+00:00,fetched,
HONG_KONG,港股,00027,00027.HK,HKEX,GALAXY ENT,GALAXY ENT,HKD,HK0027032686,00027,数据来源：2025年报(最新数据)，2024年报(上年同期),,2.2112,0.3086,0.0529,446.25,96.73,6.7,8.85,21.77,13.42,10.98,4379240712,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00027,2026-05-14T11:08:09+00:00,fetched,
HONG_KONG,港股,00028,00028.HK,HKEX,TIAN AN,TIAN AN,HKD,HK0028013271,00028,数据来源：2025年报(最新数据)，2024年报(上年同期),,1.0965,6.8557,0.0317,95.13,16.03,2.49,-14.54,16.29,6.42,3.09,1466069491,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00028,2026-05-14T11:08:09+00:00,fetched,
HONG_KONG,港股,00029,00029.HK,HKEX,DYNAMIC HOLD,DYNAMIC HOLD,HKD,BMG2889K1678,00029,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-0.2197,27.8577,-0.0415,0.27,-0.52,,,-196.22,-0.79,-0.38,237703681,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00029,2026-05-14T11:08:09+00:00,fetched,
HONG_KONG,港股,00030,00030.HK,HKEX,YNBY INTL,YNBY INTL,HKD,BMG0865U1009,00030,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.0005,0.4269,-0.1191,10.04,0.04,37.58,-76.5,0.41,1.48,0.95,7599914160,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00030,2026-05-14T11:08:10+00:00,fetched,
HONG_KONG,港股,00031,00031.HK,HKEX,CHINA AEROSPACE,CHINA AEROSPACE,HKD,HK0031044180,00031,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.0487,5.7079,0.2516,36.53,-1.5,-2.25,-142.37,-7.01,-2.29,-1.15,3085021882,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00031,2026-05-14T11:08:10+00:00,fetched,
HONG_KONG,港股,00032,00032.HK,HKEX,CROSS-HAR(HOLD),CROSS-HAR(HOLD),HKD,HK0032009356,00032,数据来源：2025年报(最新数据)，2024年报(上年同期),,1.7581,4.4866,0.0351,8.42,6.56,-5.44,-0.82,86.48,9.3,8.25,372688206,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00032,2026-05-14T11:08:10+00:00,fetched,
HONG_KONG,港股,00033,00033.HK,HKEX,INTL GENIUS,INTL GENIUS,HKD,KYG0252B1115,00033,数据来源：2024半年报(最新数据)，2023半年报(上年同期),,0.0063,11.5583,0.1351,1.32,0.04,-9.61,12.43,2.66,0.55,0.48,558245104,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00033,2026-05-14T11:08:10+00:00,fetched,
HONG_KONG,港股,00034,00034.HK,HKEX,KOWLOON DEV,KOWLOON DEV,HKD,HK0034000254,00034,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.0906,1.7006,0.1421,44.89,1.18,-17.4,1.01,2.5,0.75,0.31,1306206058,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00034,2026-05-14T11:08:10+00:00,fetched,
HONG_KONG,港股,00035,00035.HK,HKEX,FE CONSORT INTL,FE CONSORT INTL,HKD,KYG3307Z1090,00035,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-0.2949,28.5555,5.366,34.29,-9.02,0,0,-21.41,-10.19,-2.36,3059040482,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00035,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00036,00036.HK,HKEX,FE HLDGS INTL,FE HLDGS INTL,HKD,HK0001095345,00036,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.2175,0.0004,0.0094,0.11,-0.66,-10.65,19.89,-980.23,-5523.22,-10.03,326735577,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00036,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00037,00037.HK,HKEX,FE HOTELS,FE HOTELS,HKD,HK0037039283,00037,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-0.0096,0.8121,,0.08,-0.07,0,0,-90.66,-2.67,-2.47,752529810,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00037,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00038,00038.HK,HKEX,FIRST TRACTOR,FIRST TRACTOR,HKD,CNE100000320,00038,数据来源：2026一季报(最新数据)，2025一季报(上年同期),,0.5006,7.3181,0.2049,46.69,5.63,1.04,4.07,12.16,7.08,3.5,1123645275,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00038,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00039,00039.HK,HKEX,CH BEIDAHUANG,CH BEIDAHUANG,HKD,KYG2117W1087,00039,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-0.0046,0.029,,1.44,-0.35,,,-26.73,-15.94,-7.55,8037572616,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00039,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00040,00040.HK,HKEX,GOLD PEAK,GOLD PEAK,HKD,HK0040000298,00040,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0.0326,0.949,0.1886,32.45,0.33,0,0,2.83,3.53,0.47,915475110,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00040,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00041,00041.HK,HKEX,GREAT EAGLE H,GREAT EAGLE H,HKD,BMG4069C1486,00041,数据来源：2025年报(最新数据)，2024年报(上年同期),,-2.0028,126.2596,18.3321,178.15,-14.99,74.91,10.2,-13.4,-3.12,-1.58,749390345,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00041,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00042,00042.HK,HKEX,NE ELECTRIC,NE ELECTRIC,HKD,CNE1000003V0,00042,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.0947,-0.3186,-0.0192,1.64,-0.83,-0.96,-338.6,-50.41,33.77,-43.64,873370000,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00042,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00045,00045.HK,HKEX,HK&S HOTELS,HK&S HOTELS,HKD,HK0045000319,00045,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.1722,5.5026,0.2869,72.3,2.9,-12.99,139.84,3.95,0.89,0.59,1666939850,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00045,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00046,00046.HK,HKEX,COMPUTER & TECH,COMPUTER & TECH,HKD,BMG2335C1082,00046,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.0688,1.8305,0.1351,2.19,0.17,-6.94,-38.76,7.59,3.71,2.78,244334384,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00046,2026-05-14T11:08:11+00:00,fetched,
HONG_KONG,港股,00048,00048.HK,HKEX,C AUTO INT DECO,C AUTO INT DECO,HKD,KYG211351500,00048,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.1082,19.4899,-1.2299,1.02,-0.21,-28.83,-150.73,-20.36,-11.36,-7.69,437787760,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00048,2026-05-14T11:08:12+00:00,fetched,
HONG_KONG,港股,00050,00050.HK,HKEX,HK FERRY (HOLD),HK FERRY (HOLD),HKD,HK0050000345,00050,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.8519,3.7805,0.0361,3.87,3.04,1.65,67.81,78.34,4.66,4.46,356273883,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00050,2026-05-14T11:08:12+00:00,fetched,
HONG_KONG,港股,00051,00051.HK,HKEX,HARBOUR CENTRE,HARBOUR CENTRE,HKD,HK0051000351,00051,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.2991,3.7285,0.0856,12.19,-2.12,-4.9,11.27,-19.48,-1.6,-1.45,708750000,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00051,2026-05-14T11:08:12+00:00,fetched,
HONG_KONG,港股,00052,00052.HK,HKEX,FAIRWOOD HOLD,FAIRWOOD HOLD,HKD,BMG3305Y1619,00052,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0.0931,0.4541,,13.85,0.12,0,0,0.87,2.04,0.62,129552780,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00052,2026-05-14T11:08:12+00:00,fetched,
HONG_KONG,港股,00053,00053.HK,HKEX,GUOCO GROUP,GUOCO GROUP,HKD,BMG420981224,00053,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,5.6377,385.2037,28.063,115.59,18.35,4.31,1.8,14.66,2.93,1.42,329051373,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00053,2026-05-14T11:08:12+00:00,fetched,
HONG_KONG,港股,00055,00055.HK,HKEX,NEWAY GROUP,NEWAY GROUP,HKD,BMG6433R1319,00055,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.1757,21.4215,1.0549,3.73,-0.45,-11.59,19.59,-12,-8,-4.78,253359456,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00055,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00057,00057.HK,HKEX,CHEN HSONG HOLD,CHEN HSONG HOLD,HKD,BMG208741063,00057,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0.0876,4.5544,0.2063,11.06,0.55,0,0,4.97,1.95,1.39,630561600,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00057,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00058,00058.HK,HKEX,SUNWAY INT'L,SUNWAY INT'L,HKD,BMG858331389,00058,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.1502,0.0482,0.0075,1.86,-0.36,-20.96,26.14,-27.59,-89.91,-16.12,515520000,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00058,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00059,00059.HK,HKEX,SKYFAME REALTY,SKYFAME REALTY,HKD,BMG8220B1476,00059,数据来源：2024半年报(最新数据)，2023半年报(上年同期),,-0.101,-1.3086,-0.0045,4.39,-8.52,-35.56,4,-207.38,25.71,-4.12,8446331365,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00059,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00060,00060.HK,HKEX,HK FOOD INV,HK FOOD INV,HKD,HK0060028229,00060,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-0.0246,0.4082,,0.78,-0.06,0,0,-8.04,-1.33,-1.19,255654000,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00060,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00061,00061.HK,HKEX,GREEN LEADER,GREEN LEADER,HKD,BMG4165P1187,00061,数据来源：2025年报(最新数据)，2024年报(上年同期),,1.0422,-335.5737,1.91,1.4,5.47,28.28,302.95,392.2,-27.27,568,526260404,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00061,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00062,00062.HK,HKEX,TRANSPORT INT'L,TRANSPORT INT'L,HKD,BMG9031M1082,00062,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.6978,29.1145,2.791,76.51,3.61,-1.31,52.25,4.71,2.35,1.68,535136683,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00062,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00063,00063.HK,HKEX,CHI ASIA VALLEY,CHI ASIA VALLEY,HKD,BMG2123P1059,00063,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.0014,1.4328,0.2621,1.42,0.09,,,6.51,2.05,0.95,6352702084,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00063,2026-05-14T11:08:13+00:00,fetched,
HONG_KONG,港股,00064,00064.HK,HKEX,GET NICE,GET NICE,HKD,KYG3926K1296,00064,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,0.073,0.4918,0.0136,1.01,0.45,0,0,44.94,0.75,0.68,618197262,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00064,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00065,00065.HK,HKEX,GRAND OCEAN AR,GRAND OCEAN AR,HKD,KYG4064U1013,00065,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.2167,4.0421,-0.3948,1.46,-0.46,2.46,2.56,-42.97,-40.18,-19.69,245536916,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00065,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00066,00066.HK,HKEX,MTR CORPORATION,MTR CORPORATION,HKD,HK0066009694,00066,数据来源：2025年报(最新数据)，2024年报(上年同期),,2.1387,2.8422,0.1756,502.64,133.01,-6.59,-17.49,28.05,7.77,3.83,6224823171,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00066,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00068,00068.HK,HKEX,MANYCORE TECH,MANYCORE TECH,HKD,KYG5860M1024,00068,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.95,-8.19,0,8.2,-4.28,3.9,6.08,-52.18,10.64,-73.33,1726199340,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00068,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00069,00069.HK,HKEX,SHANGRI-LA ASIA,SHANGRI-LA ASIA,HKD,BMG8063F1068,00069,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.2227,1.5069,0.0451,157.44,7.91,-0.31,-12.2,6.02,2.14,0.8,3585525056,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00069,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00070,00070.HK,HKEX,RICH GOLDMAN,RICH GOLDMAN,HKD,HK0000295763,00070,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-0.0047,0.6611,-0.0021,0.57,-0.09,-3.42,-7.42,-15.69,-1.04,-0.75,1938822690,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00070,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00071,00071.HK,HKEX,MIRAMAR HOTEL,MIRAMAR HOTEL,HKD,HK0071000456,00071,数据来源：2025年报(最新数据)，2024年报(上年同期),,0.8881,8.6413,0.1033,23.39,6.14,-8.24,-4.75,27.12,3.22,3,690959695,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00071,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00072,00072.HK,HKEX,META MEDIA,META MEDIA,HKD,KYG618251089,00072,数据来源：2025年报(最新数据)，2024年报(上年同期),,-0.083,0.3884,-0.0199,3.61,-0.36,,,-9.71,-19.65,-6.25,438352659,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00072,2026-05-14T11:08:14+00:00,fetched,
HONG_KONG,港股,00073,00073.HK,HKEX,ASIAN CITRUS,ASIAN CITRUS,HKD,BMG0620W3009,00073,数据来源：2025半年报(最新数据)，2024半年报(上年同期),,-0.6278,6.7994,-0.2286,0.41,-0.09,,,-22.66,-8.7,-6.95,14900529,Eastmoney HKF10 CoreReading,https://emweb.securities.eastmoney.com/PC_HKF10/CoreReading/PageAjax?code=00073,2026-05-14T11:08:15+00:00,fetched,
